,partido,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños,Num_words_POST,sentimiento_clean
674,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"Gracias Manuela.
Vamos a volver para llegar más lejos.","gracias manuela
vamos a volver para llegar ms lejos",Positive,1,0.00289835,0.00916778,0.9879339,True,False,False,True,220500,253,0.0011473922902494,571,0.0025895691609977,1624,0.0073650793650793,615171,0.1835,27,9,gracias manuela vamos volver llegar ms lejos
675,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"No quiero una consejería de sanidad en manos de Ayuso, ni a Monasterio en una consejería de educación. Ni lo malo, ni lo peor: Más Madrid es la alternativa.",no quiero una consejera de sanidad en manos de ayuso ni a monasterio en una consejera de educacin ni lo malo ni lo peor ms madrid es la alternativa,Negative,-1,0.88898987,0.05265432,0.058355793,True,False,False,False,11700,183,0.0156410256410256,83,0.007094017094017,232,0.0198290598290598,615171,0.1835,27,29,quiero consejera sanidad manos ayuso monasterio consejera educacin malo peor ms madrid alternativa
676,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,Sobre Vinicius: en la condena al racismo no cabe ni un pero.,sobre vinicius en la condena al racismo no cabe ni un pero,Negative,-1,0.7566092,0.17163123,0.071759574,True,False,False,False,6514,24,0.0036843721215842,26,0.0039914031317163,80,0.0122812404052809,615171,0.1835,27,12,vinicius condena racismo cabe
677,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,Lo estamos rozando con la punta de los dedos. Madrid da la sorpresa este 28M,lo estamos rozando con la punta de los dedos madrid da la sorpresa este 28m,Negative,-1,0.45088688,0.10177795,0.44733515,True,False,False,False,124900,540,0.0043234587670136,550,0.0044035228182546,982,0.0078622898318654,615171,0.1835,27,15,rozando punta dedos madrid da sorpresa 28m
678,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,Quedan tres días para que Madrid decida: Sanidad o Ayuso.,quedan tres das para que madrid decida sanidad o ayuso,Neutral,0,0.28948787,0.6388679,0.07164424,True,False,False,False,26500,562,0.0212075471698113,128,0.0048301886792452,342,0.0129056603773584,615171,0.1835,27,10,quedan tres das madrid decida sanidad ayuso
679,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"Si nos dejas, haremos historia juntos.
Votándonos este domingo, nos permites transformar la ciudad para ti.
En la comunidad de Madrid y en Móstoles, vota por lo próximo.
#VotaLoProximo28M #VotaMásMadrid","si nos dejas haremos historia juntos
votndonos este domingo nos permites transformar la ciudad para ti
en la comunidad de madrid y en mstoles vota por lo prximo
votaloproximo28m votamsmadrid",Positive,1,0.07159869,0.07648319,0.85191816,True,False,False,True,7798,12,0.001538856116953,58,0.0074378045652731,120,0.0153885611695306,615171,0.1835,27,30,si dejas haremos historia juntos votndonos domingo permites transformar ciudad comunidad madrid mstoles vota prximo votaloproximo28m votamsmadrid
680,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,Este domingo hay un plebiscito entre sanidad o Ayuso.,este domingo hay un plebiscito entre sanidad o ayuso,Neutral,0,0.09713868,0.8839059,0.01895539,True,False,False,True,7624,44,0.0057712486883525,54,0.0070828961175236,143,0.0187565582371458,615171,0.1835,27,9,domingo plebiscito sanidad ayuso
681,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,"Al PP no le gusta la sanidad pública, para nosotras es la joya de corona que vamos a recuperar.",al pp no le gusta la sanidad pblica para nosotras es la joya de corona que vamos a recuperar,Negative,-1,0.5255593,0.11820123,0.3562394,True,False,False,False,8459,107,0.0126492493202506,67,0.0079205579855774,171,0.0202151554557276,615171,0.1835,27,19,pp gusta sanidad pblica joya corona vamos recuperar
682,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-25,Hoy en Alcorcón he querido contar una cosa un poco más personal que me ha recordado durante toda la campaña lo que es importante.,hoy en alcorcn he querido contar una cosa un poco ms personal que me ha recordado durante toda la campaa lo que es importante,Neutral,0,0.18689851,0.5866266,0.22647496,True,False,False,False,112700,219,0.0019432120674356,399,0.0035403726708074,1072,0.0095119787045252,615171,0.1835,27,24,hoy alcorcn querido contar cosa ms personal recordado toda campaa importante
683,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Queremos futuro para Madrid y eso pasa por votar a Más Madrid este 28M y acabar con años de gobierno del PP.

De esto y mucho más he hablado 
@Noticias_para
: ","queremos futuro para madrid y eso pasa por votar a ms madrid este 28m y acabar con aos de gobierno del pp

de esto y mucho ms he hablado 

 ",Negative,-1,0.5448863,0.18902238,0.2660914,True,False,False,False,9372,138,0.0147247119078105,73,0.0077891591976099,215,0.022940674349125,615171,0.1835,27,31,queremos futuro madrid pasa votar ms madrid 28m acabar aos gobierno pp ms hablado
684,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Esta tarde cerramos por todo lo alto la campaña con la que vamos a traer lo próximo a Madrid.

26 de mayo, 18.30h, Orcasitas 💚","esta tarde cerramos por todo lo alto la campaa con la que vamos a traer lo prximo a madrid

26 de mayo 1830h orcasitas ",Positive,1,0.012238152,0.055985224,0.93177664,True,False,False,False,8995,14,0.001556420233463,37,0.0041133963312951,97,0.0107837687604224,615171,0.1835,27,25,tarde cerramos alto campaa vamos traer prximo madrid 26 mayo 1830h orcasitas
685,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,Llamo a las mujeres progresistas a movilizarse este domingo para vivir libres y sin miedo. El feminismo madrileño tiene una casa común.,llamo a las mujeres progresistas a movilizarse este domingo para vivir libres y sin miedo el feminismo madrileo tiene una casa comn,Positive,1,0.071159266,0.12849773,0.80034304,True,False,False,False,10300,157,0.0152427184466019,86,0.0083495145631067,189,0.0183495145631067,615171,0.1835,27,22,llamo mujeres progresistas movilizarse domingo vivir libres miedo feminismo madrileo casa comn
686,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Hoy es un día muy especial para mí, no solo por el final de campaña 👇",hoy es un da muy especial para m no solo por el final de campaa ,Positive,1,0.028157437,0.071189746,0.90065277,True,False,False,False,14600,93,0.0063698630136986,71,0.0048630136986301,195,0.0133561643835616,615171,0.1835,27,16,hoy da especial m solo final campaa
687,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"EL BROCHE FINAL EN ORCASITAS.

El espíritu de remontada en todos los barrios y municipios de Madrid.

Lo próximo ya viene.

#VotaMásMadrid28M","el broche final en orcasitas

el espritu de remontada en todos los barrios y municipios de madrid

lo prximo ya viene

votamsmadrid28m",Positive,1,0.10126184,0.06808988,0.83064824,True,False,False,True,14700,21,0.0014285714285714,64,0.0043537414965986,148,0.0100680272108843,615171,0.1835,27,22,broche final orcasitas espritu remontada barrios municipios madrid prximo viene votamsmadrid28m
688,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"EMPEZAMOS, ORCASITAS

Quedan solo dos días. Hasta que no se cuente el último voto no se rinde nadie ✌️

 #VotaMásMadrid28M","empezamos orcasitas

quedan solo dos das hasta que no se cuente el ltimo voto no se rinde nadie 

 votamsmadrid28m",Positive,1,0.33380514,0.12246238,0.54373246,True,False,False,True,13400,16,0.0011940298507462,64,0.004776119402985,132,0.0098507462686567,615171,0.1835,27,20,empezamos orcasitas quedan solo dos das cuente ltimo voto rinde nadie votamsmadrid28m
689,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"“Madrid no pertenece a Ayuso y Almeida. Madrid es la hostia porque pertenece a todas las asociaciones de vecinos, a los colectivos, a sus barrios y municipios” 
@javierpadillab
 #VotaMásMadrid28M

📲 DIRECTO:","madrid no pertenece a ayuso y almeida madrid es la hostia porque pertenece a todas las asociaciones de vecinos a los colectivos a sus barrios y municipios 

 votamsmadrid28m

 directo",Negative,-1,0.8387265,0.10232007,0.058953505,True,False,False,True,9532,17,0.0017834662190516,73,0.0076584137641628,141,0.0147922786403692,615171,0.1835,27,31,madrid pertenece ayuso almeida madrid hostia pertenece todas asociaciones vecinos colectivos barrios municipios votamsmadrid28m directo
690,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"“Aspiramos a que en los barrios se viva mejor. A que la política sea útil. Y algunos que llevamos 53 años dando la pelea sabemos que es posible hacerlo” 
@FelixLopez_Rey
 #VotaMásMadrid28M

📲 DIRECTO:","aspiramos a que en los barrios se viva mejor a que la poltica sea til y algunos que llevamos 53 aos dando la pelea sabemos que es posible hacerlo 

 votamsmadrid28m

 directo",Negative,-1,0.42982045,0.21786854,0.35231096,True,False,False,True,17000,169,0.0099411764705882,119,0.007,294,0.0172941176470588,615171,0.1835,27,33,aspiramos barrios viva mejor poltica til llevamos 53 aos dando pelea sabemos posible hacerlo votamsmadrid28m directo
691,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"“Basta ya de vivir de rodillas y agachar la cabeza. Es el momento de mirarles de frente para vivir en igualdad y libertad” 
@CarlaAntonelli
 #VotaMásMadrid28M

📲 DIRECTO:","basta ya de vivir de rodillas y agachar la cabeza es el momento de mirarles de frente para vivir en igualdad y libertad 

 votamsmadrid28m

 directo",Negative,-1,0.58475095,0.19878869,0.21646039,True,False,False,True,8827,16,0.0018126203693214,55,0.0062308825195423,138,0.015633850685397,615171,0.1835,27,27,basta vivir rodillas agachar cabeza momento mirarles frente vivir igualdad libertad votamsmadrid28m directo
692,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"“Hay un impulso que recorre nuestras ciudades y nuestros barrios. Nos jugamos devolverle al pueblo de Madrid todo lo que nos ha dado” 
@EmilioDelgadoOr
 #VotaMásMadrid28M

📲 DIRECTO: ","hay un impulso que recorre nuestras ciudades y nuestros barrios nos jugamos devolverle al pueblo de madrid todo lo que nos ha dado 

 votamsmadrid28m

 directo ",Positive,1,0.16771574,0.20617002,0.62611425,True,False,False,True,105900,45,0.0004249291784702,185,0.0017469310670443,408,0.0038526912181303,615171,0.1835,27,27,impulso recorre ciudades barrios jugamos devolverle pueblo madrid dado votamsmadrid28m directo
693,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Lo hacemos por nuestros hijos, por dejar en herencia la mejor sociedad y el mejor futuro.

#VotaMasMadrid28M","lo hacemos por nuestros hijos por dejar en herencia la mejor sociedad y el mejor futuro

votamasmadrid28m",Positive,1,0.036261596,0.06516291,0.8985754,True,False,False,False,23800,202,0.0084873949579831,192,0.0080672268907563,428,0.0179831932773109,615171,0.1835,27,17,hacemos hijos dejar herencia mejor sociedad mejor futuro votamasmadrid28m
694,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Madrid es capaz de cosas increíbles.
El domingo, si me quieres escribir, ya sabes mi paradero. 💚","madrid es capaz de cosas increbles
el domingo si me quieres escribir ya sabes mi paradero ",Positive,1,0.06124784,0.044539947,0.8942122,True,False,False,True,15900,16,0.0010062893081761,80,0.0050314465408805,205,0.0128930817610062,615171,0.1835,27,17,madrid capaz cosas increbles domingo si quieres escribir sabes paradero
695,MÁS MADRID,Mónica García, @Monica_Garcia_G,193600,2023-05-26,"Si, ha llegado la hora de mirarnos de frente, basta ya de vivir de rodillas, es la hora de vivir en Igualdad, dignidad, respeto y libertad, en una Comunidad donde todas/os/es tengamos cabida y eso será posible con 
@Monica_Garcia_G
 como Pdta de la CM y 
@Rita_Maestre
 Alcaldesa de está ciudad, vota 
@MasMadrid__
 porque otro Madrid es posible, lo próximo es este domingo #28M 

#VotaMásMadrid 💚🏳️‍⚧️🏳️‍🌈","si ha llegado la hora de mirarnos de frente basta ya de vivir de rodillas es la hora de vivir en igualdad dignidad respeto y libertad en una comunidad donde todasoses tengamos cabida y eso ser posible con 

 como pdta de la cm y 

 alcaldesa de est ciudad vota 

 porque otro madrid es posible lo prximo es este domingo 28m 

votamsmadrid ",Positive,1,0.28356084,0.14556405,0.5708751,True,False,False,True,24200,6,0.0002479338842975,77,0.0031818181818181,269,0.0111157024793388,615171,0.1835,27,65,si llegado hora mirarnos frente basta vivir rodillas hora vivir igualdad dignidad respeto libertad comunidad todasoses cabida ser posible pdta cm alcaldesa est ciudad vota madrid posible prximo domingo 28m votamsmadrid
696,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-12,Ganas y valentía para ganar la Comunidad de Madrid.,ganas y valenta para ganar la comunidad de madrid,Positive,1,0.018066263,0.022501381,0.95943236,True,False,True,False,25700,189,0.0073540856031128,572,0.0222568093385214,1131,0.0440077821011673,158833,0.0473,0,9,ganas valenta ganar comunidad madrid
697,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-12,"Feliz día internacional de la enfermería. 

Es urgente cuidar a quienes nos cuidan.","feliz da internacional de la enfermera 

es urgente cuidar a quienes nos cuidan",Positive,1,0.027523912,0.05308668,0.91938937,True,False,False,False,10000,26,0.0026,299,0.0299,617,0.0617,158836,0.0473,0,13,feliz da internacional enfermera urgente cuidar cuidan
698,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-12,"Esta mañana en la 
@La_SER
debatiendo sobre el estado de la sanidad madrileña.

Necesitamos cuidar a quienes nos cuidan. Por eso, a partir del próximo 28 de mayo, incrementaremos del 10% al 25% el presupuesto para atención primaria.","esta maana en la 

debatiendo sobre el estado de la sanidad madrilea

necesitamos cuidar a quienes nos cuidan por eso a partir del prximo 28 de mayo incrementaremos del 10 al 25 el presupuesto para atencin primaria",Neutral,0,0.17912702,0.46081075,0.36006218,True,False,False,False,20300,48,0.0023645320197044,739,0.0364039408866995,1294,0.063743842364532,158838,0.0473,0,38,maana debatiendo sanidad madrilea necesitamos cuidar cuidan partir prximo 28 mayo incrementaremos 10 25 presupuesto atencin primaria
699,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-13,"30 días de asentamiento, 30 días durmiendo en la calle tras 20 meses sin casa y 0 soluciones. Este es el drama de los afectados de metro, culpable 
@IdiazAyuso
y su 
@EsperanzAguirre
.

Ayuda porfavor #afectadosmetro","30 das de asentamiento 30 das durmiendo en la calle tras 20 meses sin casa y 0 soluciones este es el drama de los afectados de metro culpable 

y su 



ayuda porfavor afectadosmetro",Negative,-1,0.95013255,0.029855082,0.020012379,True,False,False,True,160300,105,0.0006550218340611,2774,0.017305053025577,3309,0.020642545227698,158842,0.0473,0,36,30 das asentamiento 30 das durmiendo calle tras 20 meses casa 0 soluciones drama afectados metro culpable ayuda porfavor afectadosmetro
700,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-13,"""Madrid no es de los buitres, Madrid nos pertenece, pertenece a la gente que lo habita y que pelea porque sea un sitio habitable"".

Verdades de Biznaga ayer en San Isidro.","madrid no es de los buitres madrid nos pertenece pertenece a la gente que lo habita y que pelea porque sea un sitio habitable

verdades de biznaga ayer en san isidro",Negative,-1,0.7998315,0.10378363,0.0963848,True,False,False,False,27400,88,0.0032116788321167,412,0.0150364963503649,854,0.0311678832116788,158843,0.0473,0,31,madrid buitres madrid pertenece pertenece gente habita pelea sitio habitable verdades biznaga ayer san isidro
701,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-13,"🔴EN DIRECTO: Sigue aquí el acto con todas las candidatas que van a transformar Madrid con valentía y orgullo🏳️‍🌈.

#ValentíaParaTransformar 

👉","en directo sigue aqu el acto con todas las candidatas que van a transformar madrid con valenta y orgullo

valentaparatransformar 

",Positive,1,0.049567584,0.10486962,0.8455628,True,False,False,True,13500,3,0.0002222222222222,135,0.01,215,0.0159259259259259,158845,0.0473,0,21,directo sigue aqu acto todas candidatas van transformar madrid valenta orgullo valentaparatransformar
702,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-13,"El voto a 
@AleJacintoUrang
y a 
@RbSotomayor
es la única garantía de garantizar derechos en Madrid. 

Si Unidas Podemos no tiene fuerza y no gobierna, aunque la derecha no gobierne, manda igual. 

📹
@IreneMontero
#ValentíaParaTransformar","el voto a 

y a 

es la nica garanta de garantizar derechos en madrid 

si unidas podemos no tiene fuerza y no gobierna aunque la derecha no gobierne manda igual 



valentaparatransformar",Negative,-1,0.89217734,0.056920122,0.0509025,True,False,False,True,13900,2,0.0001438848920863,280,0.0201438848920863,470,0.0338129496402877,158846,0.0473,0,35,voto nica garanta garantizar derechos madrid si unidas podemos fuerza gobierna aunque derecha gobierne manda igual valentaparatransformar
703,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-13,"""Los derechos trans y LGTBI son derechos humanos. No han sido fáciles de conseguir y siguen estando en cuestión en la Comunidad de Madrid. 

Y tengo la #ValentíaParaTransformar para decirle a la señora Ayuso que se acabó, que estarán en el BOCM el 28M"". 👏

📹
@AleJacintoUrang","los derechos trans y lgtbi son derechos humanos no han sido fciles de conseguir y siguen estando en cuestin en la comunidad de madrid 

y tengo la valentaparatransformar para decirle a la seora ayuso que se acab que estarn en el bocm el 28m 


",Positive,1,0.31151572,0.110401675,0.5780826,True,False,False,True,11200,1,8.928571428571429e-05,148,0.0132142857142857,246,0.0219642857142857,158847,0.0473,0,47,derechos trans lgtbi derechos humanos sido fciles conseguir siguen cuestin comunidad madrid valentaparatransformar decirle seora ayuso acab estarn bocm 28m
704,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-13,¿Que más da que te llame Isabel o te llame Tomás si al final las comisiones se quedan en casa?,que ms da que te llame isabel o te llame toms si al final las comisiones se quedan en casa,Negative,-1,0.93815464,0.043839835,0.01800561,True,False,False,False,66100,123,0.0018608169440242,848,0.0128290468986384,1402,0.0212102874432677,158848,0.0473,0,20,ms da llame isabel llame toms si final comisiones quedan casa
705,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-13,"El problema de la vivienda no es la ocupación, es la especulación. Y la única fuerza que lo está diciendo con claridad es Unidas Podemos.",el problema de la vivienda no es la ocupacin es la especulacin y la nica fuerza que lo est diciendo con claridad es unidas podemos,Negative,-1,0.73730624,0.15479662,0.10789716,True,False,False,True,297100,984,0.0033120161561763,1509,0.0050790979468192,2714,0.0091349713901043,158849,0.0473,0,25,problema vivienda ocupacin especulacin nica fuerza est diciendo claridad unidas podemos
706,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-14,"Las elecciones del 28 de mayo son un referéndum sobre el derecho a la vivienda en nuestro país.

https://elpais.com/espana/elecciones-autonomicas/2023-05-14/ione-belarra-nosotros-somos-los-mas-leales-al-gobierno.html","las elecciones del 28 de mayo son un referndum sobre el derecho a la vivienda en nuestro pas

",Neutral,0,0.39618063,0.48305863,0.12076078,True,False,False,True,22400,164,0.0073214285714285,383,0.0170982142857142,633,0.0282589285714285,158852,0.0473,0,19,elecciones 28 mayo referndum derecho vivienda pas
707,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-14,"Ayuso quiere frenar al Sanchismo. 
Nosotros frenaremos al Ayusismo.","ayuso quiere frenar al sanchismo 
nosotros frenaremos al ayusismo",Negative,-1,0.9252858,0.048113707,0.026600525,True,False,False,False,17700,293,0.0165536723163841,332,0.0187570621468926,632,0.0357062146892655,158855,0.0473,0,9,ayuso quiere frenar sanchismo frenaremos ayusismo
708,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"🎙Entrevistamos a Alejandra Jacinto (
@AleJacintoUrang
), candidata de Unidas Podemos a la Comunidad de Madrid: ""Con la inmobiliaria pública queremos generar seguridad al buen casero y al inquilino"" http://ver.20m.es/ofor_2
Por 
@L_gutierrezm


¡No te pierdas este test rápido!","entrevistamos a alejandra jacinto 

 candidata de unidas podemos a la comunidad de madrid con la inmobiliaria pblica queremos generar seguridad al buen casero y al inquilino 
por 



no te pierdas este test rpido",Positive,1,0.107185565,0.18257241,0.71024203,True,False,False,True,17300,10,0.0005780346820809,164,0.0094797687861271,268,0.0154913294797687,158863,0.0473,0,38,entrevistamos alejandra jacinto candidata unidas podemos comunidad madrid inmobiliaria pblica queremos generar seguridad buen casero inquilino pierdas test rpido
709,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"🔴DIRECTO

📺 Sigue el debate de la Comunidad de Madrid en TeleMadrid con nuestra candidata 
@AleJacintoUrang
.

#DebateTM","directo

 sigue el debate de la comunidad de madrid en telemadrid con nuestra candidata 



debatetm",Neutral,0,0.010923289,0.9478505,0.041226108,True,False,False,True,19000,4,0.0002105263157894,107,0.0056315789473684,189,0.0099473684210526,158864,0.0473,0,18,directo sigue debate comunidad madrid telemadrid candidata debatetm
710,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"Sí se puede 💜

#DebateTM","s se puede 

debatetm",Positive,1,0.013953371,0.021338986,0.9647077,True,False,False,False,71400,163,0.0022829131652661,840,0.0117647058823529,1754,0.0245658263305322,158865,0.0473,0,5,s puede debatetm
711,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"La justicia fiscal es justicia social 👇🏾

#DebateTM","la justicia fiscal es justicia social 

debatetm",Positive,1,0.20378086,0.25966033,0.5365588,True,False,False,False,43200,48,0.0011111111111111,519,0.0120138888888888,1043,0.0241435185185185,158866,0.0473,0,8,justicia fiscal justicia social debatetm
712,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"""Se trata de fomentar la inversión que sea productiva, que genere puestos de trabajo, y no la especulación que es el único modelo que tiene el PP""
@AleJacintoUrang
en #DebateTM 

💜#ValentiaParaTransformar","se trata de fomentar la inversin que sea productiva que genere puestos de trabajo y no la especulacin que es el nico modelo que tiene el pp

en debatetm 

valentiaparatransformar",Positive,1,0.31360888,0.199729,0.48666215,True,False,False,True,20700,10,0.0004830917874396,276,0.0133333333333333,462,0.0223188405797101,158867,0.0473,0,31,trata fomentar inversin productiva genere puestos trabajo especulacin nico modelo pp debatetm valentiaparatransformar
713,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"Les puedo asegurar que, como que me llamo Alejandra Jacinto, aplicaré la ley de vivienda estatal en Madrid para bajar los precios de los alquileres. #DebateTEM",les puedo asegurar que como que me llamo alejandra jacinto aplicar la ley de vivienda estatal en madrid para bajar los precios de los alquileres debatetem,Neutral,0,0.19396658,0.44923,0.35680345,True,False,False,False,95600,194,0.0020292887029288,871,0.0091108786610878,1835,0.019194560669456,158868,0.0473,0,26,puedo asegurar llamo alejandra jacinto aplicar ley vivienda estatal madrid bajar precios alquileres debatetem
714,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"Yo siempre con el sector del taxi, nunca con los buitres. #DebateTM",yo siempre con el sector del taxi nunca con los buitres debatetm,Negative,-1,0.6396191,0.24227476,0.11810611,True,False,False,False,44500,113,0.0025393258426966,662,0.014876404494382,1354,0.0304269662921348,158869,0.0473,0,12,siempre sector taxi nunca buitres debatetm
715,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"Ayuso con Florentino en el palco mientras las casas de San Fernando de Henares se hunden 😤
👇👇

🎥
@AleJacintoUrang
#DebateTM","ayuso con florentino en el palco mientras las casas de san fernando de henares se hunden 




debatetm",Negative,-1,0.9116767,0.054091204,0.034232117,True,False,False,True,41000,5,0.0001219512195121,560,0.0136585365853658,1025,0.025,158870,0.0473,0,21,ayuso florentino palco mientras casas san fernando henares hunden debatetm
716,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-16,"""La cuestión es si cuando morían 700 personas al día se puede contratar con tu hermano y recibir 286.000""

Pablo Casado 

#DebateTM","la cuestin es si cuando moran 700 personas al da se puede contratar con tu hermano y recibir 286000

pablo casado 

debatetm",Negative,-1,0.6240322,0.32512635,0.050841443,True,False,False,False,705400,653,0.000925715905869,2721,0.0038573858803515,5360,0.0075985256592004,158872,0.0473,0,22,cuestin si moran 700 personas da puede contratar hermano recibir 286000 pablo casado debatetm
717,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"Vota por los tuyos.

Con alegría, esperanza y valentía, podemos ganar Madrid.

#DebateTM
#ValentiaParaTransformar","vota por los tuyos

con alegra esperanza y valenta podemos ganar madrid

debatetm
valentiaparatransformar",Positive,1,0.014766221,0.023584493,0.9616493,True,False,False,False,136900,275,0.002008765522279,1022,0.0074653031409788,2050,0.0149744338933528,158873,0.0473,0,14,vota alegra esperanza valenta podemos ganar madrid debatetm valentiaparatransformar
718,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"La cuestión es si es entendible que el 1 de abril, cuando morían en España 700 personas, se puede contratar con tu hermana y recibir 286.000 euros de beneficio por vender mascarillas. Pablo Casado, febrero 2022.",la cuestin es si es entendible que el 1 de abril cuando moran en espaa 700 personas se puede contratar con tu hermana y recibir 286000 euros de beneficio por vender mascarillas pablo casado febrero 2022,Negative,-1,0.8489822,0.12590477,0.025112946,True,False,False,True,87400,729,0.0083409610983981,1803,0.0206292906178489,3215,0.0367848970251716,158877,0.0473,0,36,cuestin si entendible 1 abril moran espaa 700 personas puede contratar hermana recibir 286000 euros beneficio vender mascarillas pablo casado febrero 2022
719,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"“Ayuso se despidió de todos menos de mí, pero lo que me alarma es su modelo de ‘sálvese quien tenga"" 
@AleJacintoUrang


ENTREVISTA COMPLETA de La Cafetera a la candidata Podemos-IU-Alianza Verde a la presidencia de la CAM
👉🏽https://youtu.be/f-KNTpD6bX8?t=2598

#LaCafeteraSANIDADenPPeligro","ayuso se despidi de todos menos de m pero lo que me alarma es su modelo de slvese quien tenga 



entrevista completa de la cafetera a la candidata podemosiualianza verde a la presidencia de la cam


lacafeterasanidadenppeligro",Negative,-1,0.8986901,0.06283877,0.038471118,True,False,False,True,26100,23,0.0008812260536398,465,0.0178160919540229,903,0.0345977011494252,158881,0.0473,0,39,ayuso despidi menos m alarma modelo slvese entrevista completa cafetera candidata podemosiualianza verde presidencia cam lacafeterasanidadenppeligro
720,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-17,"España no tiene un problema de ocupación, tiene un problema de especulación con la vivienda. Vamos a hacer cumplir la Ley de Vivienda y a perseguir a quien se lucra extendiendo el odio contra la gente más vulnerable.",espaa no tiene un problema de ocupacin tiene un problema de especulacin con la vivienda vamos a hacer cumplir la ley de vivienda y a perseguir a quien se lucra extendiendo el odio contra la gente ms vulnerable,Negative,-1,0.91700405,0.048248325,0.034747608,True,False,False,True,60800,566,0.0093092105263157,766,0.0125986842105263,1243,0.0204440789473684,158883,0.0473,0,38,espaa problema ocupacin problema especulacin vivienda vamos hacer cumplir ley vivienda perseguir lucra extendiendo odio gente ms vulnerable
721,PODEMOS,Alejandra Jacinto, @AleJacintoUrang,51600,2023-05-18,Un Madrid como una casa.,un madrid como una casa,Positive,1,0.15147169,0.113758475,0.73476976,True,False,False,False,27900,29,0.0010394265232974,393,0.0140860215053763,716,0.0256630824372759,158910,0.0473,0,5,madrid casa
